word,pinyin,derivation,常用
案牍劳形,àn dú láo xíng,唐·刘禹锡《陋室铭》无丝竹之乱耳，无案牍之劳形。,0
案牍之劳,àn dú zhī láo,唐·刘禹锡《陋室铭》无丝竹之乱耳，无案牍之劳形。,0
案甲休兵,àn jiǎ xiū bīng,《史记·淮阴侯列传》方今为将军计莫如案甲休兵，镇赵抚其孤。,0
案剑瞋目,àn jiàn chēn mù,《庄子·盗跖》案剑瞋目，声如乳虎。,0
案无留牍,àn wú liú dú,清·朱彝遵《商丘宋氏家乘》序一十七年，国奢示之以俭，事烦行之以简，月要岁会，久而案无留牍。,0
暗锤打人,àn chuí dǎ rén,《人民文学》1997年第7期哪个鬼东西敢出来跟我说说理？暗锤打人，是土行孙出身！,0
暗淡无光,àn dàn wú guāng,清·文康《儿女英雄传》第三十四回头上戴一个黯淡无光的亮蓝顶儿，那枝俏摆春风的孔雀瓴已经虫蛀的剩了光杆儿了。,0
暗斗明争,àn dòu míng zhēng,李六如《六十年的变迁》第二卷第七章南方的桂滇黔等小军阀，暗斗明争，弄得全中国民不聊生！中国政治真糟啦！,0
暗度陈仓,àn dù chén cāng,《史记·高祖本纪》……项王使卒三万人从，楚与诸侯之慕从者数万人，从杜南入蚀中。去辄烧绝栈道，以备诸侯盗兵袭之，亦示项羽无东意……八月，汉王用韩信之计，从故道还，袭雍王章邯—迎击汉陈仓，雍兵败，…,0
暗度金针,àn dù jīn zhēn,见唐·冯翊子休《桂苑丛谈·史遗》。传说有名叫郑采珠的姑娘，七夕祭织女，织女送她一根金针，从此她刺绣的技能更为精巧。,0
暗渡陈仓,àn dù chén cāng,元·无名氏《暗渡陈仓》第二折着樊哙明修栈道，俺可暗度陈仓古道。这楚兵不知是智，必然排兵在栈道守把。俺往陈仓古道抄截，杀他个措手不及也。,1
暗箭明枪,àn jiàn míng qiāng,《群英类选·清腔类·玉交枝》忽心痴撞入他迷魂阵图里，暗箭明枪难躲避。,0
暗箭难防,àn jiàn nán fáng,宋·刘炎《迩言》卷六暗箭中人，其深次骨，人之怨之，亦必次骨，以其掩人所不备也。,0
暗箭伤人,àn jiàn shāng rén,宋·刘炎《迩言》卷六暗箭中人，其深次骨，人之怨之，亦必次骨，以其掩人所不备也。,0
暗箭中人,àn jiàn zhòng rén,宋·刘炎《迩言》卷六暗箭中人，其深次骨，人之怨之，亦必次骨，以其掩人所不备也。,0
暗绿稀红,àn lǜ xī hóng,明·陈汝元《金莲记·归田》况当残春初夏之时，正值暗绿稀红之候，顿起愁绪，怎生消闷怀？,0
暗昧之事,àn mèi zhī shì,清·石玉昆《三侠五义》第三十二回庞吉你乃堂堂国戚，如何行此小人暗昧之事。,0
暗气暗恼,àn qì àn nǎo,明·兰陵笑笑生《金瓶梅词话》第六十二回又着了那暗气暗恼在心里，就是铁石人也禁不的。,0
暗弱无断,àn ruò wú duàn,《资治通鉴·卷九十一·晋元帝太兴三年》(司马保)好读书而暗弱无断，故及于难。,0
暗室不欺,àn shì bù qī,唐·骆宾王《萤火赋》类君子之有道，入暗室而不欺。,0
暗室逢灯,àn shì féng dēng,《野叟曝言》十回天幸遇著相公，如暗室逢灯，绝渡逢舟，从此读书作文，俱可望有门径矣!,0
暗室亏心,àn shì kuī xīn,元·张养浩《折桂令》曲暗室亏心，纵然致富，天意何如。,0
暗室欺心,àn shì qī xīn,宋·陈元靓《事林广记·卷九·警世格言》人间私语，天闻若雷，暗室欺心，神目如电。,0
暗室求物,àn shì qiú wù,《朱子语类辑略·总论为学之方》要紧只是看大底道理分明，遍处自寻得。如暗室求物，把为来便照见；若只管去摸索，……,0
暗室私心,àn shì sī xīn,明·陆采《明珠记·却婚》丈夫然诺重如山，暗室私心鬼神见。,0
暗室屋漏,àn shì wū lòu,宋·张世南《游宦纪闻》卷四至于发人隐恶，虽亏雅道，亦使暗室屋漏之下有所警是亦小道之可观者。,0
暗送秋波,àn sòng qiū bō,宋·苏轼《百步洪》诗之二佳人未肯回秋波，幼舆欲语防飞梭。,0
暗无天日,àn wú tiān rì,清·蒲松龄《聊斋志异·老龙船户》剖腹沉石，惨冤已甚，而木雕之有司，绝不少关痛痒，岂特粤东之暗无天日哉！,0
暗香疏影,àn xiāng shū yǐng,宋·林逋《林和靖集·卷二·山园小梅》诗疏影横斜水清浅，暗香浮动月黄昏,0
暗中摸索,àn zhōng mō suǒ,唐·刘餸《隋唐嘉话》许敬宗性轻傲，见人多忘之。或谓其不聪。曰‘卿自难记，若遇何（何逊）、刘（刘孝绰）、沈（沈约）、谢（谢眺），暗中摸索者亦可识之。’,0
黯淡无光,àn dàn wú guāng,清·文康《儿女英雄传》第三十四回头上戴一个黯淡无光的亮蓝顶儿，那枝俏摆春风的孔雀瓴已经虫蛀的剩了光杆儿了。,0
黯晦消沉,àn huì xiāo chén,蒋智由《序》凡有绝大之战争，往往赖有雄伟之文，淋漓之诗歌，而后其印象日留于国民心目之间。否则，不数年间而黯晦消沉以尽。,0
黯然伤神,àn rán shāng shén,梁·江淹《别赋》黯然销魂者，惟别而已矣。,0
黯然神伤,àn rán shén shāng,清·百一居士《壶天录》女更黯然神伤，泫然流涕。,0
黯然失色,àn rán shī sè,南朝·梁·江淹《别赋》黯然销魂者，惟别而已矣。李善注黯然，失色貌,0
黯然无色,àn rán wú sè,清·郑燮《题画竹》昔东坡居士作枯木竹石，使有枯木石而无竹，则黯然无色矣。,0
黯然销魂,àn rán xiāo hún,南朝·梁·江淹《别赋》黯然销魂者，惟别而已矣。,0
昂昂自若,áng áng zì roò,明·冯梦龙《古今小说·晏平仲二桃杀三士》三士带剑立于殿下，昂昂自若。,0
昂藏七尺,áng zàng qī chǐ,清·赵翼《放歌》徒负昂藏七尺身，实只太仓一稊米。,0
昂然直入,áng rán zhí rù,明·罗贯中《三国演义》第三回何进昂然直入。,0
昂然自得,áng rán zì dé,宋·欧阳修《与高司谏书》今乃不然，反昂然自得，了无愧畏。,0
昂然自若,áng rán zì ruò,蔡东藩《民国通俗演义》第31回昂然自若，并不畏缩。,0
昂首阔步,áng shǒu kuò bù,老舍《鼓书艺人》二十四新郎昂首阔步，在他身边迈着鸭子步，为的是显摆他那马靴和银马刺。,0
昂首伸眉,áng shǒu shēn méi,汉·司马迁《报任少卿书》乃欲仰首伸眉，论列是非，不亦轻朝廷，羞当世之士耶！,0
昂首天外,áng shǒu tiān wài,清·归庄《王大痴像赞》昂其首，睅其目，举觞而望青天者，是为王大痴。,0
昂首挺胸,áng shǒu tǐng xiōng,欧阳予情《小英姑娘》她伸开两手昂首挺胸，狂了似的往外跑。,0
昂首望天,áng shǒu wàng tiān,清·归庄《王大痴像赞》昂其首，睅其目，举觞而望青天者，是为王大痴。,0
昂头阔步,áng tóu kuò bù,方志敏《可爱的中国》他们昂头阔步，带着一种藐视中国人不屑与中国人为伍的神气，总引起我心里的愤愤不平。,0
昂头天外,áng tóu tiān wài,鲁迅《书信集·致萧军、萧红》他们昂头天外，评论之后，不知那里去了。,0
昂头挺胸,áng tóu tǐng xiōng,语出欧阳予情《小英姑娘》她伸开两手昂首挺胸，狂了似的往外跑。,0
昂霄耸壑,áng xiāo sǒng hè,宋·陆游《剑南诗稿·凌霄花》卷三十四古来豪杰少人知，昂霄耸壑宁自期。,0
盎盂相击,àng yú xiāng jī,清·文康《儿女英雄传》第三十一回只就他夫妻三个这番外面情形讲，此后自然该益发合成一片性情，加上几分伉俪，把午间那番盎盂相击化得水乳无痕。,0
盎盂相敲,àng yú xiāng qiāo,清·蒲松龄《聊斋志异·卷十一·青蛙神》且盎盂相敲，皆臣所为，无所涉于父母。,0
敖不可长,ào bù kě zhǎng,西汉·戴圣《礼记·曲礼上》敖不可长，欲不可从，志不可满，乐不可极。,0
敖世轻物,áo shì qīng wù,《淮南子·齐俗训》敖世轻物，不污于俗。,0
嗷嗷待哺,áo áo dài bǔ,《诗经·小雅·鸿雁》鸿雁于飞，哀鸣嗷嗷。汉·荀悦《前汉纪·成帝纪三》作治数年，天下遍被其劳，国家疲弊，府库空虚，下至众庶，嗷嗷苦之。,0
遨翔自得,áo xiáng zì dé,无,0
熬肠刮肚,áo cháng guā dù,陈登科《活人塘》三咱薛家祖上是锅碗一担挑到新河集的，落了户，靠两只手苦，可怜，熬肠刮肚的买了这几亩田。,0
熬更守夜,áo gēng shǒu yè,《人民文学》1977年1第一期总理经常熬更守夜，废寝忘食地工作。,0
熬姜呷醋,áo jiāng xiā cù,清·李渔《怜香伴·毡集》下官知从选了这个穷教官，坐了这条冷板凳，终日熬姜呷醋，尚不能色问舍求田，哪里再经得进口添人。,0
熬枯受淡,áo kū shòu dàn,元·关汉卿《望江亭》第一折这出家无过草衣木食，熬枯受淡。,0
熬清守淡,áo qīng shǒu dàn,《初刻拍案惊奇》卷十五陈某不肖，将家私荡尽，赖我贤妻熬清守淡。,0
熬清守谈,áo qīng shǒu tán,《初刻拍案惊奇》卷十五陈某不肖，将家么荡尽，赖我贤妻熬清守谈。,0
熬清受淡,áo qīng shòu dàn,见熬清守淡。,0
熬心费力,áo xīn fèi lì,马烽《太阳刚刚出山》我熬心费力办农业，结果给组织上留下这么个印象。,0
熬油费火,áo yóu fèi huǒ,《红楼梦》第二五回此时贾赦、贾政又恐哭坏了贾母，日夜熬油费火，闹得上下不安。,0
聱牙佶屈,áo yá jí qū,唐·韩愈《进学解》周浩殷盘，佶屈聱牙。,0
聱牙戟口,áo yá jǐ kǒu,《明史·文苑传三·李攀龙》所拟乐府，或更古数字为己作，文则聱牙戟口，读者至不能终篇。,0
聱牙诘曲,áo yá jié qū,清·郑相如《汉林四传·开明君传》有荐伏生工《尚书》，上诏中大夫晁错至其家，从七岁好口授书文，聱牙诘曲。,0
聱牙诘屈,áo yá jié qū,清·周亮工《书影》第二卷为诗好为聱牙诘屈之语，多不自解。,0
謷牙诘屈,áo yá jié qū,语出唐·韩愈《进学解》周浩殷盘，佶屈聱牙。,0
鳌愤龙愁,áo fèn lóng chóu,无,0
鳌里夺尊,áo lǐ duó zūn,老舍《骆驼祥子》十四大家给他祝寿，他大模大样的承受，仿佛觉出自己是鳌里夺尊的一位老英雄。,0
鳌鸣鳖应,áo míng biē yīng,无,0
鳌头独占,áo tóu dú zhàn,元·无名氏《陈州粜米》楔子殿前曾献升平策，独占鳌头第一名。,0
鳌掷鲸呿,áo zhì jīng qù,清·宋荦《漫堂说诗》三至于杜之涵地负，韩之鳌掷鲸呿，尚有所未逮。,0
鳌掷鲸吞,áo zhì jīng tūn,明·陈汝元《金莲记·偕计》龙浮马负之图，已曾抉奥运会；鳌掷鲸吞之句，无不深研。,0
傲不可长,ào bù kě zhǎng,《礼记·曲礼上》傲不可长，欲不可纵，志不可满，乐不可极。,0
傲骨嶙嶙,ào gǔ lín lín,清·蒲松龄《聊斋志异·叶生》行踪落落，对影长愁；傲骨嶙嶙，搔头自爱。,0
傲慢不逊,ào màn bù xùn,《汉书·萧望之传》有司奏乐君责使者礼，遇丞相无礼，廉声不闻，敖（傲）不逊。,0
傲慢少礼,ào màn shǎo lǐ,《三国志·吴志·三嗣主传》裴松之注引孙皓侍中李仁之言视人君相忤，是乃祀所谓傲慢；傲慢则无礼，无礼则不臣，不臣则犯罪，犯罪则陷不测矣。,0
傲慢无礼,ào màn wú lǐ,《三国志·吴志·三嗣主传》裴松之注引孙皓侍中李仁之言视人君相忤，是乃祀所谓傲慢；傲慢则无礼，无礼则不臣，不臣则犯罪，犯罪则陷不测矣。,0
傲睨得志,ào nì dé zhì,明·罗贯中《三国演义》第六十回原来曹操自破马超回，傲睨得志，每日饮宴，无事少出，国政皆在相府商议。,0
傲睨万物,ào nì wàn wù,宋·黄庭坚《豫章文集·卷二十六·跋俞秀老清老诗颂》清老往与余共学于涟水，其傲睨万物，滑稽以玩世，白首不哀。,0
傲睨一切,ào nì yī qiè,宋·黄庭坚《豫章文集·卷二十六·跋俞秀老清老诗颂》清老往与余共学于涟水，其傲睨万物，滑稽以玩世，白首不哀。,0
傲睨一世,ào nì yī shì,宋·朱熹《朱子语类》卷三十四便有傲睨一世，污浊朝廷之意。宋·高斯得《耻堂存稿·留赵给事奏札》但其再来，遂负虚骄之气，傲睨一世，自以人莫能及。,0
傲睨自若,ào nì zì ruò,宋·王谠《唐语林·豪爽》郑太穆郎中为金州刺史，一日忽致书于襄阳于司空頴，其言恳切，而傲睨自若，似无郡僚之礼。,0
傲然挺立,ào rán tǐng lì,茅盾《白杨礼赞》难道你竟一点也不联想到，在敌后的广大土地上，到处有坚强不屈，就象这白杨树一样傲然挺立的守卫他们家乡的哨兵？,0
傲然屹立,ào rán yì lì,古华《芙蓉镇》抽茎了，长叶了，铁骨青枝，傲然屹立。,0
傲世轻物,ào shì qīng wù,《淮南子·齐俗训》敖（傲）世轻物，不污于俗。,0
傲霜斗雪,ào shuāng dòu xuě,元·吴昌龄《张天师》第三折玉骨冰肌谁可匹，傲雪欺霜夺第一。,0
傲头傲脑,ào tóu ào nǎo,《儒林外史》第二七回现今之小厮傲头傲脑，也要娶个辣燥些的媳妇来制着他才好。,0
傲贤慢士,ào xián màn shì,明·罗贯中《三国演义》第六十回何期逆贼恣逞奸雄，傲贤慢士，故特来见明公。,0
傲雪凌霜,ào xuě líng shuāng,宋·杨无咎《柳梢青》傲雪凌霜，平欺寒力，搀借春光。,0
傲雪欺霜,ào xuě qī shuāng,元·吴昌龄《张天师》梅花云我这梅花……玉骨冰肌谁可匹，傲雪凌霜夺第一。,0
奥妙无穷,ào miào wú qióng,孙犁《小说杂谈·谈比》但文章一事，涉及意识形态，奥妙无穷，千变万化，众口纷纭，莫衷一是，要想比出个结果，使观众心服，就不是那么容易的事。,0
奥援有灵,ào yuán yǒu líng,明·文秉《先拨志始》卷下皆大慝巨奸，或燕处于园亭，或潜藏于京邸，奥援有灵，朝廷无法。,0
懊悔无及,ào huǐ wú jí,明·罗贯中《三国演义》第九十八回；令人往探之，果是虚营，只插着数十面旌旗，兵已去了二日也。曹真懊悔无及。,0
八百孤寒,bā bǎi gū hán,五代·王定保《唐摭言·好放孤寒》八百孤寒齐下泪，一时南望李崖州。,0
八拜之交,bā bài zhī jiāo,宋·邵伯温《闻见后录》丰稷谒潞公，公着道出，语之曰汝父吾客也，只八拜。稷不得已，只拜之。,0
八窗玲珑,bā chuāng líng lóng,唐·卢纶《赋得彭祖楼送杨德宗归徐州幕》诗四户八窗明，玲珑逼上清。,0
八斗之才,bā dǒu zhī cái,《南史·谢灵运传》天下才共一石，曹子建独得八斗，我得一斗，自古及今共用一斗。,0
八方风雨,bā fāng fēng yǔ,唐·刘禹锡《郡内书情献裴度侍中留守》万乘旌旗分一半，八方风雨会中央。,0
八方呼应,bā fāng hū yìng,余秋雨《寂寞天柱山》三我认为，天柱山之所以能给古人一种居家感，一个比较现实的原因是它地处江淮平原，四相钩连，八方呼应，水陆交通畅达，虽幽深而无登高之苦，虽奇丽而无柴米之匮，总而言之，既宁静又方便。,0
